star_rating,star_rating_Low,product_category,product_id,product_title,review_date,review_body2
5,0,Books,0811875555,The Art of Tangled,2013-06-16,映画作成のときのスケッチや資料を創作の参考になればと買いましたが、すごくよかったです！中身は英語ですが、たくさんの資料やイラストがあるので英語苦手…という人でも問題ないかと思います。映画を見た人は思わず興奮しちゃうような素敵なデザインも多く、知らない人は見たくなる、そんな素敵な作品集です。
3,1,Books,4478003629,マイ・ドリーム―バラク・オバマ自伝,2012-11-25,かなり長尺な自伝ですので、読み終えるのに時間が掛かりました。オバマ大統領の生い立ち、人格形成、宗教観について、多少でも学び取れたかなと感じます。立派な方だと感じますね。それと同時に、現在の共和党保守派から嫌われている理由も読み取れます。実に興味深い一著でした。オバマ大統領について学びたいという方にはお勧めです。
4,0,Books,0545091020,The Hunger Games,2013-08-12,まだ全巻は聞けていないのですが、面白いです。展開が早いので、楽しめるかと思いリスニング練習がてら購入。オーディオブックは、紙面よりも場所を取らずに読める（聞ける）ので、良いですね。ディスクに傷があったのか、後半少しノイズが入ります。聞けない程度ではないので、今のところ、許容範囲内です。
3,1,Books,0375834974,"One Fish, Two Fish, Red Fish, Blue Fish Book & CD (Book and CD)",2011-03-01,リズミカルで飽きやすい子供にぴったり。英語を教えるために買ったけれど、CDを流せば勝手に聞いててくれるので楽。単語も工夫されていて飽きにくい一冊だと思う。
5,0,Books,0141350024,Watership Down,2014-10-24,今までにたくさんの本と出逢ってきましたが。これほどまでに面白い本を私は読んだことがなかった。子供たちに是非とも勧めたい一冊です。
4,0,Books,145210655X,Darth Vader and Son,2013-08-03,プチ英会話力がつけば+スターウォーズ好きが重なり購入しました。正直、思ったほどの英語はありませんが①持っていてかわいい②ちょっとした英語が身に付く③スターウォーズの場面と重なってクスクスわらける。絵本好きやスターウォーズ好きにはオススメです（笑）
5,0,Books,0763617105,Owl Babies,2011-12-04,とてもかわいい絵本です。１歳の子供に読む為に購入しました。子供よりも私自身が夢中になって読んでしまいましたが。
5,0,Books,0399246665,"My Very First Library: My Very First Book of Colors, My Very First Book of Shapes, My Very First Book of Numbers, My Very First Books of Words",2011-02-12,主人がEric Carleのあおむしの本が好きなのと、息子に英語を覚えさせたくて購入しました。First Libraryというだけあって、英語の基本的な「数字」「色」「形」「言葉」の4冊が納められています。4冊とも上下が真ん中でカットされていて、上のページと下のページに絵と言葉が書いてあって、上下を組み合わせて完成させるような作りになっています。それぞれキレイな絵と色が使われていて、見ているだけでうれしくなってきました。2歳8ヶ月の息子は、「色」と「形」が好きで一人で読んでいます。本も小さめなので子供が読みながらページをめくるのにちょうどいい大きさです。本自体も白くてインテリアとして飾っても素敵です。First Libraryシリーズが他にもいろいろあるので集めてみようと思います。
3,1,Books,0525425764,Theodore Boone: the Accused,2012-07-20,永らくスランプに陥っている、あるいは既に十分稼いだのでやる気を失っている感のあるグリシャムの少年弁護士シリーズ？の第三弾。下品なスラングもなく、文法もきちんとしていて確かに「高校生向きの英語副読本」というか「辞書なしでも洋書が読める」という観点では十分推奨可能本と言える。米国の田舎町で両親ともに弁護士であり、裁判所の近所に住むというバックグラウンドから、自身も弁護士を夢見る「裁判おたく少年」が主人公。弁護士ものと言っても、田舎でもありさほど裕福でもない家庭が舞台なだけに、のんびりとした古き良きホームドラマを見ているような雰囲気。よって特段入り組んだ事件が起きるわけでもないので本格的ミステリーを期待してもNG。これが3作目でそれぞれ独立した話ではあるが、きっちりとしたエンディングにはならず、やや緊張感に欠ける「シリーズもの」となっており、作者としてはTVシリーズ化されることを望んでいるのではという下心が見え隠れする。よって、結論としては、しばらく英文から遠ざかっていた人が「久しぶりに何かペーパーバックでも読んでみたいが、途中で挫折したくない」というのにピッタリでは？「ストーリーが物足りない」というのは野暮なこと、、、、
5,0,Books,1742204147,Lonely Planet Japan,2015-05-18,日本人なのに知らなかったスポットなどの記載も満載で、外国人から見た日本の視点がとても面白いです。今すぐ持って全国津々浦々旅に出たくなります。ただ、日本すべてをカバーしているので、一か所の紹介のボリュームは少なめです。
5,0,Books,0596004966,C++ Pocket Reference,2013-10-23,私の中では、C++の辞書としてトップクラスに入ります。参考書であるC++ The Core Languageと一緒に購入しましたが、ちょっと忘れてしまった文法などを調べる時に最適です。
5,0,Books,0399247459,The Very Hungry Caterpillar: board book & CD,2014-10-20,孫の二歳の誕生日のプレゼントにいただきました。日本語版は生後まもなくより親しんでいましたが、英語版もたいへん気に入ったようです。カールさんのソフトな声がおばあちゃんの私にもとっても心地よいですね。
5,0,Books,0805047905,"Brown Bear, Brown Bear, What Do You See? (Brown Bear and Friends)",2015-01-18,二歳の孫が時折、英文を口ずさんでいます。おばあちゃんも思わず口ずさんでしまいます。
5,0,Books,4898153194,みさおとふくまる,2012-09-25,こちらの本を知ったのは猫専門の雑誌からで、紹介を読んでるうちにどうしてもこの本を欲しくなり注文しました、送られて直ぐに読みました（読むというよりも見る）みさおお婆ちゃんと猫のふくまるとの優しくのんびりした毎日を写真を通してみさせていただきました。ふくまるにとってもみさおお婆ちゃんにとっても２人はなくてはならない存在・・家族・友達・・ふたりの関係はそれ以上に大切なもの。私も猫と生活をしていますが、みさおお婆ちゃんとふくまるのような関係に憧れを持ちます。静かな温かい時間の流れのなかでこんなに幸せなふたりに出会えて心から感謝します・・私にとってこの「みさおとふくまる」の本は、笑顔を与えてくれる本。みさおお婆ちゃんとふくまるの温かい絆がいつまでも続きますように・・ありがとう！！
5,0,Books,0425273865,Captivated By You (A Crossfire Novel),2015-03-13,発売日後すぐに届きました。今回は、いつものように斜め読みではなく、わからない単語や口語、スラングを一つ一つ調べながら読み進んでいったのでラストまで2週間！かかり、その間どんどんエヴァとギデオンのストーリーに引き込まれていって、文字通り寝る間も惜しんで体力・気力の限界までどっぷり浸ってました。正直、今までの３冊より、泣きました。（2人ほどではありませんが）最後のほう、もう、ギデオンが、雲の上のイケメンリッチガイでも何でもない、一人の若者、少年の面影を残した、の姿で、邪念やいつもの先回りした思考も一切ない、心からの素直な気持ちをエヴァに打ち明けるシーン。きっとこれからも何度も読み返すでしょう。私は涙で顔、首、パジャマ、枕がびしょびしょになりましたが、エヴァは朝出社途中でメイクと服をぐしょぐしょにしたようで。。。出勤、大丈夫だったかな。今回は、最初に二人が出会ったころのエピソードなど、今までの足跡が随所に出てきて、ベアード～からのファンとしては、その点も懐かしくも楽しめました。実際、そんなに月日はたっていないんですけど、二人の関係も、各自身も、随分変わったなーとしみじみ。   最後に二つだけ余談。クリスチャンはアナの手首に跡が残るのをすごく気にしてましたが、ギデオンはそれは気にならないようで。テイラーは後部座席で泣いているアナにハンカチを差し出しましたが、アンガスはただ黙って見守っていましたね。以上、わかる人にだけでスミマセン。
5,0,Books,0887431453,Big Preschool Workbook: Ages 3-5,2012-03-08,インターの幼稚園に通う4歳男の子のために購入しました。今まで日系の物を数冊購入し与えていましたが、全然関心を示さずページが進むことはありませんでした。ダメ元でこちらを購入し与えてみると、自分から進んでお勉強するようになりました。アルファベット、単語、数字、色、形等一冊でまとまっているところがいいです！絵もかわいいし、塗り絵も出来ます。テキストブック自体分厚いんですが、ミシン線が入っているので1枚でお勉強できるのも嬉しいところです。（彼は好きなページを切り取って大事にお勉強してます。）継続して購入したいシリーズです！
5,0,Books,0060775858,Goodnight Moon,2013-11-17,息子が大好きな本小学校の英語の先生お勧めの本だったので購入しました。単調なリズムがいいのでしょうか「これ読んで」と持ってきます。お月様も好きになりました
5,0,Books,0312979479,And Then There Were None,2011-09-11,これだけ多くの方々がレビューされている、超有名なミステリーの古典的作品。なのであらすじは割愛します。私がこの｢AND THEN THER WERE NONE｣を知るきっかけとなったのは、アニメうる星やつら｢そして誰もいなくなったっちゃ｣。他にも夏樹静子著｢そして誰かいなくなった｣、今邑彩著｢そして誰もいなくなる｣など、この作品を元にした作品が世に送り出されています。どれも、怖かったですが、やはりこの本家の恐ろしさはMAX!!と清水俊二訳のハヤカワミステリ文庫昭和58年9月20日 39刷版を繰り返し読んで思っていました。実際、6人…何事もなかったようにふるまっている6人の人間…のように何でわさわざこんな恐い書き方してるの!!(・・;)))と泣きたくなるような恐い文章(涙)。しかし、この洋書で読むと、微妙なニュアンスの差でそこまでの恐さは感じませんでした。翻訳家のホラーにしたて上げた手腕でしょうか。そのかわり、｢and THEN THER WERE (Nine〜None)｣の部分が読んでて段々恐くなってきます。同じ話の筈ですが、英文と日本語の文のニュアンスの違いを楽しみました。思ったより読みやすい文章で、簡単な事しか英語で話せない私でも、何とか読めました。やはり恐くて面白い名作。余談ですが、私のハヤカワミステリ文庫の｢そして〜｣は、高校生の時にクラスの友達に勧めたら人気がでて引っ張りだこ。新しかったのに、急速に傷んでしまいました。でも楽しんでもらえたから良かったかな。
5,0,Books,1465001107,Michael Jackson Calendar 2013,2012-12-14,２０１２年はいい事がありました。２０１３年もマイケルに逢えるから楽しみに新年を迎えられと思っております。
5,0,Books,1572814349,Golden Tarot,2013-08-05,お気に入りのカードがとってもお安く購入でき、大変満足しています。 ありがとうございました。
5,0,Books,4478003629,マイ・ドリーム―バラク・オバマ自伝,2011-04-28,誰もが経験する葛藤を誠実に記した一冊。これほど、感性に優れた人物を私は見たことがない。
5,0,Books,0062213423,One Direction: Dare to Dream: Life as One Direction,2015-03-12,他の方のレビューにもありますが、届いて分厚さに驚きました。内容もYoutubeのインタビューや他の記事では聞いたり見たりしたことがない内容ばかりで、すごく充実しています。英語も、ティーンの男の子たちの話し言葉は、インタビューだと聞き取れないこともあるのですが、文字になっているとすらすらと読めるので、嬉しかったです。インタビューでは聞き取れなかった、イギリス英語独特の若者言葉も新しく色々と知ることができて、英語の勉強になりました。写真は幼少期からデビューしたてくらいのもので、可愛い子ども時代の写真なども含め満載でした。まだ最初のハリーを読み始めたばかりですが、とても素直に率直な心境を語っているのがとても印象的です。アイドル本なので興味がない方はやめたほうがいいと思いますが、ファンなら持っていてうれしい1冊だと思います。
5,0,Books,0805047905,"Brown Bear, Brown Bear, What Do You See? (Brown Bear and Friends)",2013-11-15,３歳の娘が気に入っていて読んであげていたら、２週間ほどで暗記するようになりました。色もきれいで好きです。
5,0,Books,0307120007,Pat the Bunny ( Pat the Bunny) (Touch-and-Feel),2013-11-15,３歳の娘用に買いました。体験しながら読めるので、何度も見ています。１０か月の息子のお気に入りの絵本にもなりました。
3,1,Books,4883191028,みんなの日本語 初級I 本冊,2014-01-13,研修生が来た時に教科書として使用しました。私は、日本語しかわかりませんので、「てにおは や ニュアンス」の説明ができませんでした。中国語の解説があると彼らにわかりやすいのではないかと思いました。
3,1,Books,4883191036,みんなの日本語―初級2本冊,2015-08-26,初級Ⅰの続編ですが、大きく変わるところがなく、継続しやすい。
5,0,Books,1933633867,"Debt: The First 5,000 Years",2012-06-02,本書は将来の社会科学の古典となりうべき書物ではないでしょうか。それくらい複合的でマクロな観点から、緻密で具体的な分析が提示されています。ちなみに本書の要約は、雑誌「現代思想」の債務危機特集（２０１２年２月号）で村松圭一郎さんがなさっています。そちらもぜひ参照してください。主要なポイントが簡潔にまとまっていると思います。したがってここでは、そこでは取り上げられていなくて個人的に印象に残ったエピソードを紹介したいと思います。１．株式会社の起源株式会社の発生にイスラームの商慣行が影響を与えていたことは知っていたが、その理論的根拠までは知りませんでした。グレーバーによれば、最初に形而上的な実体としてのcorporationに理論的根拠が与えられたのは、１２５０年のインノケンティウス４世の教会法によってであり、これによって、時間的に永遠でどこにでも現われ（ubiquitous）、まるで個人のように人格を持つものとして扱われるという法的人格が規定された。このためには、時間と永遠を別物として扱うアウグスティヌス的伝統からの決別が必要であり、それを用意したのがスコラ哲学（特にトマス・アクイナス）であった。こうした法的人格は最初は修道院や大学などに適用され、それが徐々に拡大されて、結果的には東インド会社の成立を持って完成される。もちろんそれは、商業、征服、冒険の複合体として。２．世界経済の出発点としての中国１５世紀、中国ではちょっとした銀ラッシュが起こっていた。それまで中国では、自律的な経済圏を営んでいたため、国家が発行する貨幣が信用として価値を持ち、したがってマテリアルな物（金、銀）は貨幣となっていなかったのだが、銀が大量に市場の流れて以降、銀が実質的な貨幣となっていた。もちろん銀は無尽蔵にあるわけではないので、銀を独占し、市場を独占する傾向にある大商人と、困窮化しがちな農民との格差拡大を阻止するために、銀を輸入して銀の市場価値を低くしておく必要があった。そこに都合よく出てきたのが新大陸の銀である。この銀が中国に輸入されるようになってからが真の世界経済の発生である。ちなみに、このような観点のもとに立つと、従来のいわゆる「価格革命」の原因の説明が根底から覆される。端的に言えば、銀は（金も）ヨーロッパ市場には流れない。インフレの原因は、私有化されたスペインの国債の投機である。ところでグレーバーは、最後の最後で、人間は本当の意味では誰にも何も負っていない（つまり負債は無い）と結論付ける。これは一見したところ、彼の相互負債、相互依存に立脚する「コミュニスム」の定義（コミュニスムとは、平たく言えば助け合いのこと）とは反するものである。しかし、個人的にはこの感覚に非常に共感を覚える。我々は友人、家族、恋人などに何らかの恩義、ありがたみを感じつつも、にもかかわらず、自分は個人として絶対的に自由だという感情を、少なくとも私は持っている。つまり彼は、負債という関係だけにとらわれないような新たな倫理の可能性にかけているといえる。公的な負債は踏み倒されるべきだと主張している。したがって、我々と国家との関係は非人格的である以上、そこに道徳的義務感を感じる必要はまったくない。つまり奨学金は払う必要はまったくない。あんなもの踏み倒して当然である。覚えておけよ、日本学生支援機構。要はまったくない。つまり奨学金は払う必要はまったくない。あんなもの踏み倒して当然である。覚えておけよ、日本学生支援機構。
4,0,Books,0762449896,Star Trek: Light-Up Starship Enterprise (Miniature Editions),2014-08-04,エンタープライズD型の立体物を探すうちにここに行きつきました。外国製の玩具なので届くまでに半月ちかく時間はかかりますが、中の部品数は第一・第二船体部と基部で繋がったワープエンジン、あとディスプレイ台の三点のみ。塗装は白無垢の船体に船体番号など最低限のマーキングですが、TOSの放送当事もこんなシンプルなデザインでしたから、むしろリアルに見えるのはご愛嬌です(苦笑)発光部は円盤部の第一船体とドーサルネックの窓のみですが、これだけでも見ていて楽しいです。こういう発光モデルで他のシリーズのエンタープライズ号も立体化してくれると嬉しいですが、D型やE型だと塗装が細かくなるので、場合には価格が倍増してもいいかなと思います。手のひらサイズなので机の上に並べるのにも丁度いいです。
5,0,Books,4898153194,みさおとふくまる,2011-12-03,何も考えないでゆっくり眺めて欲しい。田舎で一人と一匹のスローライフ。実に癒されます！大切な人や家族にプレゼントしたい一冊。
4,0,Books,2266199544,Et Si C Etait Vrai,2011-02-08,引っ越した新しい部屋でArthurが出会ったのは、透明人間Lauren。彼女の姿はArthurにしか見えない。実はLaurenは、交通事故にあい、脳死状態で病院にいる医者の卵で、以前この部屋に住んでいたのだった。何故か幽体離脱し、何故かArthurにだけは彼女の姿がはっきり見える。ここまでは、三流映画のあらすじのようですが、Laurenの力になろうと奮闘するArthurの姿と、Arthurと亡くなった母との思い出に、読者は惹きつけられずはいられません。最後のオチも洒落ています。
5,0,Books,4751522639,てん,2014-04-16,転勤や定年退職される先生のプレゼントの定番商品です。こんなせんせいでした。のメッセージです。
4,0,Books,4062144492,モチベーション3.0 持続する「やる気!」をいかに引き出すか,2011-03-17,たいへんこなれて読みやすく、基本用語には適切な解説もつけられているので、使い勝手が良いと思う。何よりも豊富な事例と読ませる文章が飽きさせない。本格的にモチベーションについて考えてみたい個人だけでなく、組織内の個人にかかわる立場にある人事事管理担当者といったビジネス関係者だけでなく、ぜひ教育関係者にもオススメです。
5,0,Books,2218951983,Bescherelle: La Conjugaison Pour Tous (Bescherelle Francais),2014-09-24,フランス人やフランス語圏のカナダ人に聞いてみたところみんなこの本を使用して勉強していたそうです。見やすくていいと思います！
4,0,Books,4789011623,GENKI: An Integrated Course in Elementary Japanese [ Student CD I ] (Genki 1 Series),2013-02-10,他のげんきの本同様良かったです。げんきは全部で３冊購入、全部良かったです。
5,0,Books,0156012197,The Little Prince,2011-07-03,子供向けではありますが、大人も読むべき本だと思います。大人になってしまうと、気付くことが出来ない世界ってあると思います。その世界を見ることって気付くことがたくさんあります。私は、そんな世界を英語で表現されたものを読みたくて購入しました。
5,0,Books,059035342X,Harry Potter and the Sorcerer's Stone,2011-02-08,行間がしっかりあいていて、とても読みやすかったです。
5,0,Books,3190016577,Em Ubungsgrammatik Deutsch Als Fremdsprache,2014-01-19,ドイツ語の文法書です。ドイツ語の文法の説明をドイツ語で説明してあり、１年以上勉強していて、ある程度ドイツ語がわかるかたには、とてもお勧めできます。これ一冊あればドイツ語の文法はひととりカバーできるのではないでしょうか。
3,1,Books,8866137960,"Moleskine The Hobbit Limited Edition Notebook, Pocket, Ruled, Burgundy, Hard Cover (3.5 x 5.5) (Limited Editions)",2013-11-10,ずっとモレスキンのポケットを愛用しているのですが、紙質にむらがあるのが気になります。今回購入したものはハズレで、万年筆のインクがすべてのページで裏写りしてしまいました。
3,1,Books,8866137979,"Moleskine The Hobbit Limited Edition Notebook, Pocket, Plain, Brown, Hard Cover (3.5 x 5.5) (Limited Editions)",2013-11-10,ルールドと一緒に購入しましたが、万年筆の裏写りが全ページにわたり酷かったです。モレスキンは紙質の個体差がかなりありますが、今回はちょっとひどかったです。それでもノートとしては気に入っているので、酷い裏写りは写真を貼ったりして対応しました。
5,0,Books,4041103800,ザ・マジック,2014-08-02,まだ、実践しておりませんが、ほっと早くに欲しかった本です。。
5,0,Books,0194579808,Oxford Practice Grammar Intermediate: With Answers,2013-04-08,高校生の上位の生徒にぴったり。日本の文法書と異なり、実用的な表現の中に文法の習得があると再確認させてくれました。
4,0,Books,1781164266,The Art of Dead Space,2013-02-16,デッドスペースはゲームだけでなく、そのビジュアルデザインも魅力的だった。今まで画集がないのが不思議でしょうがなかったが、今回発売されたということで早速購入。表紙も綺麗、大きさもA4より少し大きいサイズで、中身も美麗で見やすかった。ただ、シリーズのファンとしては少し物足りない印象か。決して本が薄いわけではないのだが、１〜３までを網羅的に紹介しているため、全体的に「薄く広く」になってしまっているのが残念で仕方がない。例えば、キャラクターでいえばアイザックさんのスーツも全種類の絵が載っているわけではないし、ニコルなどの主要キャラも紹介されてない。デッドスペースの真の主役とも言うべきネクロモーフも、ゲロ吐きネクロ、妊婦ネクロ、インフェクターなど一部は全く触れられていない。また、このネクロの項目に関しては今までネット、攻略本等で見たことある絵が多かったのも個人的には残念だった。もっとネクロ制作の裏側というか、そこまで見せて欲しかった。決して画集の質が悪いわけではない。ただ、デッドスペースという偉大なシリーズを一冊で全部収めることに無理があっただけだと思う。画集自体の質はいいし、ここでしか見れないような背景絵もふんだんに載っているので、シリーズファンなら買って損はないだろうと思う。ただ、シリーズファンであるがゆえにところどころ物足りなさも感じたので星は４つにしました。
5,0,Books,161655164X,The Art of The Last of Us,2014-06-07,ゲーム自体も名作だったが、画集も名作。テスの初期構想とか見ていると、最初は敵キャラでデザインされていたのだろうか？特に注目したいのが背景の絵の多さ。背景は見落とされることが多いけど、このゲームにおいて世界観を形作る特に大きな要素だと再認識した。英語は分からないが、絵を見ているだけでどれも設定などをよく考えたうえで練られたことが分かって面白い。そして感染者の項目は改めて（いい意味で）キモいって思う。よくこんな気持ち悪いものを考えたと、絵をマジマジと見つめながら思った。でも、ただキモいだけじゃなくて、感染者になった悲しみというか、そういう感情まで感じさせるのはさすがだ。実際にこんな奴出てきたらどうしよう、とか想像してるだけでちょっとしたホラーな気分に浸れる。ゲームだけでなく、画集も気合入っているので間違いなくお勧めです。ゲームを知らない人にもお勧めできるレベル。それにしても、表紙絵をあらためて見るとホントすごいな・・・男が二人血眼になって取っ組み合って、その背後にナイフを振りかぶる少女って・・・光の当たり方で善と悪を象徴しているかのようにも見えるし、この絵だけでも奥が深い。※ちなみに自分は書籍で買いました。キンドル版は評判悪いみたいなので、ちょっと残念・・・でも、書籍で見る方が何となくこのゲームの雰囲気に合っているような気がする。高いけど、書籍で買って後悔はしていない。
4,0,Books,0920668372,Love You Forever,2014-03-21,子供の音読用に購入しました。日本語の本は所有しているので見比べながら楽しみます。
5,0,Books,0521675804,Essential Grammar in Use with Answers: A Self-Study Reference and Practice Book for Elementary Students of English,2014-03-01,英語が堪能な知り合いのブログで紹介されていて、この度自分も英語を勉強しに海外へ行くので文法の見直しとして購入。全て英語で書かれているため内心大丈夫かと不安になったけど、進めてみるうちにあら不思議。中学や高校の教科書・参考書のように付加疑問文だの現在進行形だのsvocだの日本語を見ただけでうんざりするようなそんな難しい、とっつきにくい参考書ではない。日本の参考書のように全てをガチガチの日本語に訳す必要がないのですんなりと入ってくる気がした。every dayとall day、be going toとwillちょっとした違いでも絵を見ればすぐ分かった。この本は本当に購入してよかったと思っているし文法の本を探しているのなら第一にお勧めしたい。
5,0,Books,0199270295,Organic Chemistry,2013-09-14,知り合いの勧めがあり、大学の図書館で見てみました。The Beckmann rearrangement 等、説明も良く、反応メカニズムもわかりやすく図解してあります。それ以外の内容についても、知りたかったところがよく説明されていて、とても気に入りました。大学の図書館でも人気があり、貸出中になっていることが多かったので購入しました。Organic Chemistry（有機化学）の本としては今までで一番気に入っています。
5,0,Books,0694013013,From Head to Toe Board Book,2011-09-29,親が絵本の真似をすると、子供も真似をします。絵本を通じて、運動できる？遊べます。ただ、ポーズによっては、親が疲れます。。元気なときに読んであげたい絵本です。
5,0,Books,1416904921,Cinderella,2012-08-18,ポップアップもなかなかですが、仕掛けが凝っていたので驚きました。サブダの絵本も何冊か持っていますが、個人的にはアリスよりもこちらが好きです。2歳の娘に、初めてのシンデレラの絵本として、贅沢かな、、と思いながら与えましたが娘は喜んで一日に何度も見ています。子供にもポップアップの面白さは分かるようで、仕掛けをいじってガラスの靴を履かせて喜んでいます。大切に扱うように言ってあるので今のところ、破損はしていません。時間の問題でしょうか。。
4,0,Books,B001FJ2UQC,Test Asin: A Dance with Governator 7,2012-05-15,いいレビューを書くには詳しく具体的に書きましょう。商品購入前に知っておきたい情報などは他のお客様に役立ちます。レビューは短すぎたり、長すぎたりしないようにしましょう。75‾300字程度が理想的です。ビデオカメラ ビデオレビューについて役立つレビュー、楽しいレビューをお待ちしています。現在お使いの商品の映像を比較の対象にするのもいいでしょう。細則投稿されたカスタマーレビューはすべて、利用規約の定めに従い、Amazon.co.jpおよびその関連会社に利用許諾されることになります。投稿したレビューは通常48時間以内にサイト上に掲載されます。Amazon.co.jp のレビューガイドラインに反する内容は投稿されません。あなたがこのアイテムについてのレビューを投稿するには、13歳以上でなければなりません。
3,1,Books,1596177373,Tim Burton Playing Cards,2013-02-02,J、Q、Kにはイラストが描かれています。ただ、どのマークも共通のイラストなので、思っていたよりも絵の種類が少ないです。そこは残念な点でしたが、価格も手ごろで、紙の質も気に入っています。
5,0,Books,1848566980,Hardware: The Definitive SF Works of Chris Foss,2014-09-12,いい感じ❕昔の映画の場面に使われていた絵など飽きない❕懐かしい感覚で昭和生まれの私は❕高校生の息子がほしくて買いましたが、年齢関係なく見れる絵の資料にもなる本でした❗
5,0,Books,4883196038,みんなの日本語 初級I 第2版 本冊,2013-10-29,すごい使いやすい。 英語を学習する日本人向けに同じ仕様の本を出版してほしい。
4,0,Books,161655164X,The Art of The Last of Us,2013-09-25,本の内容としては、ゲーム中に出てくる背景と一般人、そして、感染者のコンセプトアートです。洋書ですが絵が多いので楽しめます。内容の割合的には背景、一般人のコンセプト、その他が８割で、私が一番見たかった感染者のアートが２割くらいでした。ですが、緑化した町並みの背景や感染者のアートはすごくよかったので、この評価です。
5,0,Books,1933492910,Animals Real and Imagined: The Fantasy of What Is and What Might Be,2015-07-18,ページをめくるごとに、空想上の動物達のイラストがどんどん出てきて、「うぉっ・・・！？」といった驚きの連続でした。
3,1,Books,0793518326,The Beatles Complete Scores,2014-12-12,普通のスコア以上に大きく省略されているので、かなり見ずらかったです。
5,0,Books,015603008X,Flowers for Algernon: Student Edition,2015-05-07,ドラマをやっている最中であるが、やはり原作はよいですね。日本語訳も読んでみようかと思います。
5,0,Books,0987300911,Target Band 7,2014-10-24,amazon以外ではあまり見かけませんが、マイナーなのでしょうか？でも目に見える効果という点では色々買った中で一番でした。IELTS経験者の方のブログで見て良さそうだと思ったのですが、その時点で試験一週間前だったので迷った末購入。仕事が忙しくあまり勉強の時間がとれない中、ポイントのみ押さえて実践したところ、R：8→8.5、L：7.5→8.5との結果になりました。SとWは変化なしでしたが、この二つは練習量がものを言うと思うので、かけられた時間を考えるとまあ納得です。でもこの本のとおりやればWのTask１はいけそうです。Task２はもう少しトピックなどインプットが必要かもしれません。最低限ある程度の英語はできるけど、あまり対策に割く時間が無い人のスコアアップには最適の一冊だと思います。おすすめです！
